Date,Time,plates
2026-06-01,13:46:33.999830,[]
2026-06-01,13:46:34.033163,[]
2026-06-01,13:46:34.066496,[]
2026-06-01,13:46:34.099829,[]
2026-06-01,13:46:34.133162,[]
2026-06-01,13:46:34.166495,[]
2026-06-01,13:46:34.199828,[]
2026-06-01,13:46:34.233161,[]
2026-06-01,13:46:34.266494,[]
2026-06-01,13:46:34.299827,[]
2026-06-01,13:46:34.333160,[]
2026-06-01,13:46:34.366493,[]
2026-06-01,13:46:34.399826,[]
2026-06-01,13:46:34.433159,[]
2026-06-01,13:46:34.466492,[]
2026-06-01,13:46:34.499825,[]
2026-06-01,13:46:34.533158,[]
2026-06-01,13:46:34.566491,[]
2026-06-01,13:46:34.599824,[]
2026-06-01,13:46:34.633157,[]
2026-06-01,13:46:34.666490,[]
2026-06-01,13:46:34.699823,[]
2026-06-01,13:46:34.733156,[]
2026-06-01,13:46:34.766489,[]
2026-06-01,13:46:34.799822,[]
2026-06-01,13:46:34.833155,[]
2026-06-01,13:46:34.866488,[]
2026-06-01,13:46:34.899821,[]
2026-06-01,13:46:34.933154,[]
2026-06-01,13:46:34.966487,[]
2026-06-01,13:46:34.999820,[]
2026-06-01,13:46:35.033153,[]
2026-06-01,13:46:35.066486,[]
2026-06-01,13:46:35.099819,[]
2026-06-01,13:46:35.133152,[]
2026-06-01,13:46:35.166485,[]
2026-06-01,13:46:35.199818,[]
2026-06-01,13:46:35.233151,[]
2026-06-01,13:46:35.266484,[]
2026-06-01,13:46:35.299817,[]
2026-06-01,13:46:35.333150,[]
2026-06-01,13:46:35.366483,[]
2026-06-01,13:46:35.399816,[]
2026-06-01,13:46:35.433149,[]
2026-06-01,13:46:35.466482,[]
2026-06-01,13:46:35.499815,[]
2026-06-01,13:46:35.533148,[]
2026-06-01,13:46:35.566481,[]
2026-06-01,13:46:35.599814,[]
2026-06-01,13:46:35.633147,[]
2026-06-01,13:46:35.666480,[]
2026-06-01,13:46:35.699813,[]
2026-06-01,13:46:35.733146,[]
2026-06-01,13:46:35.766479,[]
2026-06-01,13:46:35.799812,[]
2026-06-01,13:46:35.833145,[]
2026-06-01,13:46:35.866478,[]
2026-06-01,13:46:35.899811,[]
2026-06-01,13:46:35.933144,[]
2026-06-01,13:46:35.966477,[]
2026-06-01,13:46:35.999810,[]
2026-06-01,13:46:36.033143,[]
2026-06-01,13:46:36.066476,[]
2026-06-01,13:46:36.099809,[]
2026-06-01,13:46:36.133142,[]
2026-06-01,13:46:36.166475,[]
2026-06-01,13:46:36.199808,[]
2026-06-01,13:46:36.233141,[]
2026-06-01,13:46:36.266474,[]
2026-06-01,13:46:36.299807,[]
2026-06-01,13:46:36.333140,[]
2026-06-01,13:46:36.366473,[]
2026-06-01,13:46:36.399806,[]
2026-06-01,13:46:36.433139,[]
2026-06-01,13:46:36.466472,[]
2026-06-01,13:46:36.499805,[]
2026-06-01,13:46:36.533138,[]
2026-06-01,13:46:36.566471,[]
2026-06-01,13:46:36.599804,[]
2026-06-01,13:46:36.633137,[]
2026-06-01,13:46:36.666470,[]
2026-06-01,13:46:36.699803,[]
2026-06-01,13:46:36.733136,[]
2026-06-01,13:46:36.766469,[]
2026-06-01,13:46:36.799802,[]
2026-06-01,13:46:36.833135,[]
2026-06-01,13:46:36.866468,[]
2026-06-01,13:46:36.899801,[]
2026-06-01,13:46:36.933134,[]
2026-06-01,13:46:36.966467,[]
2026-06-01,13:46:36.999800,[]
2026-06-01,13:46:37.033133,[]
2026-06-01,13:46:37.066466,[]
2026-06-01,13:46:37.099799,[]
2026-06-01,13:46:37.133132,[]
2026-06-01,13:46:37.166465,[]
2026-06-01,13:46:37.199798,[]
2026-06-01,13:46:37.233131,[]
2026-06-01,13:46:37.266464,[]
2026-06-01,13:46:37.299797,[]
2026-06-01,13:46:37.333130,[]
2026-06-01,13:46:37.366463,[]
2026-06-01,13:46:37.399796,[]
2026-06-01,13:46:37.433129,[]
2026-06-01,13:46:37.466462,[]
2026-06-01,13:46:37.499795,[]
2026-06-01,13:46:37.533128,[]
2026-06-01,13:46:37.566461,[]
2026-06-01,13:46:37.599794,[]
2026-06-01,13:46:37.633127,[]
2026-06-01,13:46:37.666460,[]
2026-06-01,13:46:37.699793,[]
2026-06-01,13:46:37.733126,[]
2026-06-01,13:46:37.766459,[]
